dialogue_id	turn_id	utterance
2226	b1	No, I would rather go out.
2227	a2	Please, we could stay home and eat in bed.
2227	b2	That just sounds silly.
2228	a3	I am silly. Silly for you, you goof.
2228	b3	I love you.
2229	a1	What is your favorite dish?
2229	b1	I love calzones.
2230	a2	I love calzones also.
2230	b2	Have you tried them at the new pizzeria by the mall?
2231	a3	Yes! Unfortunately, they made me break out in hives.
2231	b3	Oh no, that's terrible!
2232	a1	How is the weather outside?
2232	b1	It's nice and sunny
2233	a2	Awesome! My favorite weather!
2233	b2	Shall we head over to the water park?
2234	a3	Yes, just give me a few minutes to get my bathing suit.
2234	b3	Don't forget a change of clothes too.
2235	a1	Did you see the match today?
2235	b1	Yes I did
2236	a2	It was so boring.
2236	b2	Agreed. I almost fell asleep.
2237	a3	I hope the next one is more exciting. Who is he playing against then?
2237	b3	I don't know, some new guy.
2238	a1	What if I don't make it?
2238	b1	You will, you will be just fine.
2239	a2	Okay I will try.
2239	b2	You can call me if you have any problems.
2240	a3	But you never answer my voicemails.
2240	b3	That's because no one uses voicemail anymore.
2241	a1	Would you like to go to get coffee?
2241	b1	Yes, I could use a good cup of coffee
2242	a2	Do they have food at the coffee shop?
2242	b2	Sure, but it's honestly not very good.
2243	a3	Good to know, is there another place that has good coffee and food?
2243	b3	The restaurant up town has amazing food
2244	a1	What's your favorite food?
2244	b1	I like any type of Asian food.
2245	a2	Can you be a little specific? I was planning a surprise!
2245	b2	Thai food is always welcome.
2246	a3	I love Thai food too! Have you been to Thailand?
2246	b3	I've never left the country!
2247	a1	How did you like the movie?
2247	b1	It was a bit boring but it had its moments.
2248	a2	Oh yeah? What was your favorite part in the movie?
2248	b2	There was a funny scene where they were making jokes in the car
2249	a3	That doesn't seem too exciting.
2249	b3	It was a more a feel-good family movie than an sction-packed thriller.
2250	a1	When do your holidays begin?
2250	b1	In about four weeks.
2251	a2	Where are you planning to go in holidays?
2251	b2	I will probably go to Hawaii.
2252	a3	Have you been there before?
2252	b3	No, this is the first time that I will visit Hawaii.
2253	a1	Can I go to bed?
2253	b1	Yes you can. See you in the morning.
2254	a2	Aren't you coming with me?
2254	b2	In a little while.
2255	a3	OK but if you change your mind I'll be reading for awhile.
2255	b3	Sounds good, I'll join you soon.
2256	a1	Where are we going?
2256	b1	I thought we'd stop by that little candle shop that you like.
2257	a2	Oh, thank-you so much! You know me so well!
2257	b2	What is your favorite scent of candle?
2258	a3	I really like sandalwood.
2258	b3	They have a new scent called carnival.
2259	a1	Are you going on a date?
2259	b1	Yes! Finally a night out with my hubby!
2260	a2	Where are you two going to do?
2260	b2	We are going to the movies.
2261	a3	What movie are you going to see?
2261	b3	We haven't decided, we usually discuss what to see over dinner.
2262	a1	Where is a good place to eat around here?
2262	b1	There's a great casual place not far from here. The food is good and it's cheap.
2263	a2	What type of food do they have?
2263	b2	It's an Asian-French fusion restaurant. It was highly rated by a local blogger.
2264	a3	Wait, was this the same blogger who recommended the Thai place?
2264	b3	Yes she is amazing
2265	a1	Do you know if they are still accepting applications?
2265	b1	No, the deadline was yesterday.
2266	a2	Oh no, I missed it!
2266	b2	Sucks to be you.
2267	a3	I see you came in as runner up in the Compassion Awards.
2267	b3	Well, what can I say, if I weren't so modest I would be perfect.
2268	a1	What did you say?
2268	b1	I asked you what you did today.
2269	a2	I went jogging.
2269	b2	Where did you go?
2270	a3	Around the new development, They have a nice park there.
2270	b3	Really? That's great!
2271	a1	Would you be so kind as to bring me my slippers?
2271	b1	They are literally two inches from your feet. Quit being so lazy.
2272	a2	Watch your mouth, young lady!
2272	b2	Maybe I would if you could do anything without ordering me around.
2273	a3	Ill order you around all I please!
2273	b3	Yeah, and you won't get your slippers, though!
2274	a1	What are we having for lunch?
2274	b1	I'm making grilled cheese on wheat, and tomatoe soup.
2275	a2	That's not lunch,that's a appetizer
2275	b2	Then you can make your own lunch!
2276	a3	Ok, I will!
2276	b3	and correct your grammar while you're at it.
2277	a1	Do you know where the remote is?
2277	b1	No but try checking underneath or between the couch cushions.
2278	a2	It always seems to end up there.
2278	b2	Grab any loose change you find.
2279	a3	No problem, I was going to do that anyway.
2279	b3	Also grab anything you find in there.
2280	a1	Can we go to Six Flags?
2280	b1	Six Flags is for chumps. Real men do it Disney.
2281	a2	Why don't you like Six Flags?
2281	b2	People die there.
2282	a3	Are you sure people don't die at Disney?
2282	b3	People unfortunately have died on Disney rides, haven't you read the media?
2283	a1	Do you have a dog?
2283	b1	Yes, I have 4 dogs
2284	a2	How much food do you need to buy a week?
2284	b2	More than I buy my family.
2285	a3	I bet that gets expensive.
2285	b3	You bet. dog food is expensive.
2286	a1	Can we go out for a drive?
2286	b1	Yeah go start the car
2287	a2	Would you like to go to a movie after the drive?
2287	b2	I just have too much work to do tonight, sorry.
2288	a3	How about a movie tomorrow night?
2288	b3	I have to work tomorrow night, but we can go this weekend.
2289	a1	Could you please help me find someone to shovel my sidewalks?
2289	b1	I can put an ad up for you.
2290	a2	I would appreciate that. I pay well.
2290	b2	How much is well to you?
2291	a3	at least $20
2291	b3	That sounds about right!
2292	a1	Is your daughter still in girl scouts?
2292	b1	NO she got bored of it.
2293	a2	I would think so. She's 27 isn't she?
2293	b2	Haha. 8 going on 27!
2294	a3	She's growing up way too fast!
2294	b3	So what's she interested in lately?
2295	a1	How many pets do you have?
2295	b1	I have 3 total pets.
2296	a2	What kinds of pets are they?
2296	b2	I have 2 dogs and a cat.
2297	a3	And they get along?
2297	b3	They are best friends.
2298	a1	Can you help me?
2298	b1	Of course, what do you need me to do?
2299	a2	Reach that bottle of wine on the top shelf.
2299	b2	What are going to do with the wine?
2300	a3	I'm going to use It In the food I'm making for dinner
2300	b3	Please stop yelling silly.
2301	a1	How was your night?
2301	b1	it was okay
2302	a2	Did you sleep well?
2302	b2	Pretty well, but I had some bad dreams.
2303	a3	That's never fun.
2303	b3	Well yeah, but now that I'm awake I can go on with my day.
2304	a1	Could you please turn off the television?
2304	b1	No, this is my favorite show
2305	a2	Please, I don't want to watch it.
2305	b2	I'll put it on the DVR, but you don't know what you're missing.
2306	a3	It's been a long day. Maybe I'll watch it with you later.
2306	b3	So what do you want to do in the meantime?
2307	a1	Where is my daughter today?
2307	b1	She's with her grandparents.
2308	a2	What are they doing?
2308	b2	I think they're going to the zoo!
2309	a3	I hope she has fun.
2309	b3	She always has fun with her grandparents.
2310	a1	Who is coming today?
2310	b1	Your Dad is coming to visit you.
2311	a2	Is he mad at me?
2311	b2	I don't think he is mad. Should he be mad at you?
2312	a3	Well last time we talked he seemed kind of short with me.
2312	b3	Everyone seems short with you when you're 6'6. Ha ha.
2313	a1	Will you help me?
2313	b1	Yes definitely I will help you.
2314	a2	Thanks, can you just hold this right there?
2314	b2	Yes, sure. I've got it.
2315	a3	Let me know if it gets too heavy for you.
2315	b3	It's too heavy!
2316	a1	Will you please feed the dog?
2316	b1	Sure why not
2317	a2	He requires water too!
2317	b2	I know, I'll give him water.
2318	a3	He'll love you forever once you've fed him.
2318	b3	I might plan to take him home with me.
2319	a1	Can you please get me something to eat?
2319	b1	Yes I can get you something now.
2320	a2	Thanks, I just need a snack.
2320	b2	How about some peanuts?
2321	a3	Sure, that sounds great.
2321	b3	Do you like salted, unsalted, or flavoured?
2322	a1	How do you like your food?
2322	b1	It was good.
2323	a2	Would you recommend it to a friend?
2323	b2	I sure would.
2324	a3	Then I'll go and get some tomorrow.
2324	b3	I am sure you will enjoy the food too.
2325	a1	Who do you want to win the match?
2325	b1	I always root for the underdog.
2326	a2	So who is the underdog here?
2326	b2	For me it has to be the Hawks, they've lost every game this season.
2327	a3	Sounds like a true underdog to me.
2327	b3	I even made a 50 dollar bet on them.
2328	a1	Are the phone lines down?
2328	b1	Yes, I noticed we were having trouble. I saw the neighbor who told me the lines were down when I went to check the mail.
2329	a2	I'll have to call the office tomorrow then.
2329	b2	They are not open tomorrow, it's a holiday.
2330	a3	Duh, I can just use my cell phone.
2330	b3	Oh, that's right!
2331	a1	Is she into dudes?
2331	b1	I don't know her like that.
2332	a2	I hope she is, I am really into her.
2332	b2	Why don't you invite her to the party this weekend?
2333	a3	I would love to, but I'm supposed to bring my girlfriend.
2333	b3	So you have a girlfriend and you're looking at other women?
2334	a1	What is for dinner?
2334	b1	Pizza rolls and whiskey.
2335	a2	That sounds great, shall I bring something too?
2335	b2	Not unless you want to.
2336	a3	Well I did buy this nasty new outfit if you'd like to see it.
2336	b3	I would love to.
2337	a1	What movie would you like to watch?
2337	b1	Pirates of the Carribbean.
2338	a2	Not that crappy movie
2338	b2	It's an underrated cult classic!
2339	a3	Right but you watch it at least once a week and quote it all of the time. It's getting old.
2339	b3	The classics never get old!
2340	a1	How long have you been speaking English?
2340	b1	About 10 years.
2341	a2	Wow. Your English is very good.
2341	b2	Thank you, I try really hard to keep improving.
2342	a3	I would like to learn another language as well.
2342	b3	You should! It takes a while but if you do it every day it's easier.
2343	a1	How could you break it so easily?
2343	b1	It was an accident.
2344	a2	You should be more careful.
2344	b2	I'm sorry, it won't happen again.
2345	a3	be careful, don't do such thigs again
2345	b3	I was , it just slipped
2346	a1	Is the heat on?
2346	b1	It's on, but to hot.
2347	a2	Yes, I agree. Let's go turn it down a notch.
2347	b2	Not too cold, please.
2348	a3	I set it to 70 degrees. It was on 75 degrees.
2348	b3	I literally just told not too cold, were you even listening?
2349	a1	What is your house wine?
2349	b1	It's a delicious white wine and we're on the last bottle. Would you like some?
2350	a2	Yes, please bring me a glass.
2350	b2	I recommend taking the bottle if you like it.
2351	a3	How much is it for the bottle?
2351	b3	Take it as a gift from me.
2352	a1	Can I get you something to drink?
2352	b1	Yes, I will take a cold soda if you have one.
2353	a2	I have soda, would you like to have extra ice cubes?
2353	b2	Just a few in a glass would be fine
2354	a3	Okay, here you go.
2354	b3	Thank you dear.
2355	a1	When is the movie?
2355	b1	Use your phone, Steve. Seriously.
2356	a2	Yeah, come on Steve, get your act on.
2356	b2	My cell battery's dead. Just google the movie theater for me.
2357	a3	Ugh, okay. First world problems, huh?
2357	b3	Gotta love technology!
2358	a1	What is your name?
2358	b1	My name is Bob. What's yours?
2359	a2	My name is Simon. I was named after the chipmunk.
2359	b2	Simon is the smart one, right?
2360	a3	No, Simon was the dumb one.
2360	b3	Well, he was the funny one too. Haha!
2361	a1	Why are you doing this?
2361	b1	It makes me happy
2362	a2	It doesn't really, does it?
2362	b2	No, I'm serious, it actually does.
2363	a3	You enjoy the weirdest things.
2363	b3	Why yes I do
2364	a1	Will you help me?
2364	b1	I do not have time today
2365	a2	That's okay. What about tomorrow?
2365	b2	Sure, tomorrow is fine.
2366	a3	Are you available at three PM?
2366	b3	Yes I am. Should we meet at your house?
2367	a1	What are doing later tonight?
2367	b1	I have to go home and study for the big exam tomorrow.
2368	a2	I think I will do the same!
2368	b2	You want to study together?
2369	a3	Sure! Sounds like a plan.
2369	b3	Cool, you're so smart! I can't wait.
2370	a1	Hey where did you get that?
2370	b1	I got it at a thrift store in Austin.
2371	a2	very unique! I wish I knew where to get one!
2371	b2	They had several in Austin. You should try there.
2372	a3	But I live in Hong Kong!
2372	b3	They have airplanes, you know.
2373	a1	Have you seen our cat?
2373	b1	I saw him in the garden earlier.
2374	a2	Did he look hungry at all?
2374	b2	No he was busy stalking my dog as we crossed into your yard.
2375	a3	Would you mind if I looked in your yard to see if he is there?
2375	b3	You are already standing in my yard, and there's clearly no cat here.
2376	a1	Can I claim personal injury?
